"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_001108589","155","208","211","174","258","226","198","195","137"
"NM_001107764","315","329","274","545","758","765","377","410","394"
"NM_001114656","119","141","125","213","374","284","169","123","133"
"NM_139324","282","308","346","535","750","1097","294","295","290"
"NM_001145840","604","789","617","436","556","505","757","883","653"
"NM_022689","658","568","561","587","806","1120","472","404","403"
"NM_001012354","307","366","374","355","386","387","305","275","224"
"NM_001108590","8","16","10","8","10","6","2","12","8"
"NM_001013204","389","424","403","370","366","361","393","340","363"
"NM_001014047","128","165","144","143","181","147","138","143","183"
"NM_001011956","159","155","135","130","274","237","129","187","169"
"NM_030995","7","8","14","6","2","10","22","0","4"
"NM_017319","19191","17929","18197","19539","20795","22019","12579","14021","13666"
"NM_001098782","4737","5720","4764","6283","6105","6603","2710","2826","2259"
"NM_001305263","819","912","1044","1106","1893","1717","756","903","646"
"NM_001110811","9","7","11","7","12","17","14","11","13"
"NM_001012220","91","75","65","104","94","143","157","163","178"
"NM_001012738","2","0","0","2","0","0","2","0","1"
"NM_001011957","88","114","89","90","79","108","46","70","51"
"NM_001191964","302","432","397","404","585","493","376","424","370"
"NM_001191571","1483","1338","1390","1201","1582","1467","1801","1681","1618"
"NM_001077670","885","806","750","930","1491","1723","1153","1203","1098"
"NM_001109652","0","0","0","0","0","0","0","0","0"
"NM_012512","37160","38257","38628","30742","29162","34719","20969","21170","22315"
"NM_017052","15640","17466","17749","11887","9827","11346","9846","9743","7566"
"NM_001013160","42","36","38","19","56","22","62","30","33"
"NM_001191965","2","0","0","2","0","8","2","0","0"
"NM_153739","33","92","50","182","95","90","16","22","24"
"NM_001107767","10","80","45","323","215","346","26","26","23"
"NM_024141","2","8","0","15","12","6","8","0","0"
"NM_031664","2051","2182","2246","789","829","1044","472","557","557"
"NM_031031","74","113","108","78","51","78","90","106","63"
"NR_032264","0","0","0","0","0","0","0","0","0"
"NM_001008518","18","11","20","19","4","17","6","3","6"
"NM_001109647","95","92","84","107","181","177","143","160","175"
"NM_172066","1109","1174","1089","1079","1446","1420","1290","1286","1112"
"NM_001047913","1510","294","1763","450","637","633","680","887","572"
"NM_001107769","6","17","19","24","17","6","10","20","10"
"NM_001162935","0","0","0","0","0","0","0","0","0"
"NM_001013205","300","367","299","663","557","823","376","419","396"
"NM_001040271","3","0","0","3","3","5","3","1","3"
"NM_053592","14","28","25","16","21","29","29","29","22"
"NM_013226","2427","2512","2616","2939","7218","7416","3474","3534","3396"
"NM_001109205","1484","1426","1578","1881","2261","2103","1326","1322","1238"
"NM_001168527","2564","3608","3014","4981","4213","5475","2474","3194","2557"
"NM_153297","1682","1717","1633","2422","2514","2951","2102","2110","1943"
"NM_001013921","107","90","94","107","153","226","118","97","107"
"NM_017016","32","40","34","473","200","203","5269","8572","6233"
"NM_031736","26812","29213","21768","23201","14737","12363","63910","73370","63184"
"NM_001106502","2572","2509","2277","1782","1844","2254","1691","1923","1788"
"NM_053705","2795","2768","2620","2079","2188","1897","2105","2267","1895"
"NM_001107770","1178","1183","1415","1243","952","1147","1031","909","742"
"NM_001025043","29","12","20","26","44","66","21","18","28"
"NM_053850","425","389","228","254","283","342","403","429","305"
"NM_001008766","401","515","451","730","904","933","601","633","628"
"NM_001037766","2759","2950","2428","3148","4634","5267","2771","3299","3129"
"NM_001100978","1410","1694","1541","1052","1085","1352","1020","988","872"
"NM_001106503","866","990","919","826","1083","942","980","1004","900"
"NM_001134834","1451","1468","1398","1484","982","1037","808","846","723"
"NM_001106504","0","0","0","0","0","0","0","0","0"
"NM_001168529","52","47","31","27","20","28","16","27","23"
"NM_138505","312","355","234","210","154","164","166","180","162"
"NM_001012089","8","18","6","10","2","18","4","0","6"
"NM_138857","0","0","0","0","2","2","0","0","6"
"NM_032462","1","0","0","0","4","0","0","0","0"
"NM_012798","38","20","10","53","58","78","31","22","22"
"NM_001106505","589","673","619","844","1054","1009","736","799","765"
"NM_001014182","4","0","0","2","2","0","2","2","0"
"NM_001314004","0","0","0","0","0","0","0","0","0"
"NM_001314003","0","0","0","0","0","0","0","0","0"
"NM_001314002","0","0","0","0","0","0","0","0","0"
"NR_132743","256","326","234","529","636","607","350","343","346"
"NM_022612","0","0","0","0","0","0","0","0","0"
"NM_171988","216","220","268","175","276","306","220","410","195"
"NM_171989","0","0","0","0","0","0","0","0","0"
"NM_001024312","0","0","0","0","0","0","0","0","0"
"NM_001191854","202","181","165","249","387","360","221","228","288"
"NM_001012090","112","100","92","174","164","220","193","224","199"
"NM_001107772","46","90","77","21","72","32","60","76","47"
"NM_138536","146","204","166","163","228","185","179","159","196"
"NM_001106509","154","177","165","266","228","310","229","264","187"
"NM_031773","348","354","283","773","735","1009","685","770","616"
"NM_031148","806","625","579","1558","2196","2427","824","763","645"
"NM_031512","115","82","113","59","72","166","30","28","52"
"NM_001134515","0","0","0","0","0","0","0","0","0"
"NM_019374","0","0","0","0","0","0","0","0","0"
"NM_013016","773","697","728","907","1438","1679","607","503","562"
"NM_001107773","198","265","228","205","260","272","273","300","230"
"NM_001108959","0","0","0","0","0","4","0","0","0"
"NM_134358","998","980","964","1448","1647","1870","1351","1350","1043"
"NM_001025732","400","277","284","1016","1440","2001","669","623","587"
"NM_053581","3196","3413","3078","3543","3548","3682","4049","4177","3782"
"NM_001012348","363","510","424","431","396","521","477","453","372"
"NM_001106511","24","24","22","16","2","18","16","6","16"
"NM_001005541","749","959","809","932","1028","1181","859","834","662"
"NM_001013206","495","574","441","588","603","618","620","614","532"
"NM_016992","0","0","0","0","0","0","0","0","0"
"NM_012996","0","0","0","0","0","0","0","0","0"
"NM_172022","524","625","786","303","168","246","413","374","271"
"NM_001106512","2369","2867","2510","2558","2807","2728","2348","2433","2248"
"NM_001107775","22","9","20","11","12","14","8","10","13"
"NM_001107774","799","881","820","1350","1891","1603","1089","1279","1028"
"NM_023967","6","0","0","0","5","0","0","0","0"
"NM_001039024","31","22","32","17","11","17","22","36","26"
"NM_001107777","404","594","468","302","414","517","276","159","373"
"NM_001025691","171","203","183","152","128","206","191","148","124"
"NM_001107778","61","80","98","61","48","79","43","28","58"
"NM_133572","115","263","152","87","69","159","140","203","216"
"NM_001106513","340","365","279","312","296","373","573","610","457"
"NM_001108591","6","4","7","0","2","10","13","6","5"
"NR_031860","0","4","0","1","0","1","2","0","3"
"NM_001134618","118","117","135","141","163","178","84","111","97"
"NM_001005556","1027","1172","1159","776","755","765","1041","921","931"
"NM_001134854","93","93","114","171","366","509","313","363","341"
"NM_024483","0","0","0","0","0","0","0","0","0"
"NM_001037096","44","60","83","39","40","51","37","29","33"
"NM_012631","96","212","286","194","140","210","70","102","74"
"NM_001102431","0","0","0","0","0","2","0","0","0"
"NM_022381","400","458","482","533","841","1261","565","518","470"
"NM_001048043","525","609","555","788","865","1105","529","607","603"
"NM_138978","0","0","0","0","0","0","0","0","0"
"NM_012526","0","1","0","0","3","0","12","12","6"
"NM_001014258","1267","1196","1191","1415","1419","1356","1441","1385","1162"
"NM_001106514","23","22","62","39","85","94","78","44","50"
"NM_001107779","211","276","205","644","1199","1137","533","597","588"
"NM_017178","150","220","230","211","243","252","108","108","88"
"NM_001100529","624","642","623","777","910","864","820","843","756"
"NM_001014183","0","0","0","0","0","0","0","0","0"
"NM_001106516","0","0","0","0","4","2","0","2","2"
"NM_030991","0","0","0","0","0","0","0","0","0"
"NM_001270576","0","0","0","0","0","0","0","0","0"
"NM_001270575","0","0","0","0","0","0","0","0","0"
"NM_001008353","615","633","596","564","621","650","465","501","384"
"NM_019147","122","219","103","88","153","125","99","176","86"
"NM_001107782","100","133","100","149","167","196","86","173","146"
"NM_001126371","186","166","167","189","197","240","206","175","208"
"NM_001126291","42","48","28","68","66","82","30","44","29"
"NM_001108592","242","274","234","384","498","426","369","302","360"
"NM_001108960","0","0","1","2","2","0","0","2","0"
"NM_031555","20","12","8","8","8","4","2","6","2"
"NM_001009655","138","176","118","187","214","246","222","229","236"
"NM_001106519","0","0","0","1","2","0","2","0","0"
"NM_001106518","1950","1590","2025","1882","2374","2650","1971","1901","1856"
"NM_001024313","178","199","208","220","273","306","220","241","189"
"NM_001277235","1165","1536","1301","2266","4615","3729","1260","1246","1236"
"NM_001106520","225","263","249","332","378","338","296","387","296"
"NM_019219","525","591","563","497","463","516","530","539","519"
"NM_001107784","418","358","367","498","688","830","564","509","450"
"NM_001107785","0","0","0","0","4","2","0","0","2"
"NM_001108595","359","385","367","635","673","981","548","527","602"
"NM_053797","0","0","0","0","0","1","0","0","0"
"NM_001329889","0","0","0","0","0","0","0","0","0"
"NM_001191904","0","0","0","0","0","0","0","0","0"
"NM_001107787","0","0","0","0","0","0","0","0","0"
"NM_012743","724","2063","784","1671","873","1092","1258","1599","514"
"NM_053383","609","913","781","692","1109","689","576","517","549"
"NM_031771","240","234","288","140","163","224","122","178","140"
"NM_013036","2","0","2","0","0","0","0","0","0"
"NR_130708","18","18","15","35","49","24","8","17","18"
"NM_001191966","15","17","15","27","32","32","12","27","23"
"NM_001106521","138","128","106","255","289","460","114","118","124"
"NM_001107788","436","539","406","531","637","589","426","451","379"
"NM_153734","0","0","0","0","0","0","0","0","0"
"NM_139085","0","0","0","0","0","0","0","0","0"
"NM_001109522","0","0","0","0","0","0","0","0","0"
"NM_001108597","0","0","0","0","0","0","0","0","0"
"NM_147137","0","0","0","0","0","0","0","0","0"
"NM_019258","0","0","0","0","0","0","0","0","0"
"NM_001106522","0","0","0","0","0","0","0","0","0"
"NM_001109343","0","0","0","0","0","0","0","0","0"
"NM_012837","2051","1730","1987","1913","2373","2497","1739","1399","1536"
"NM_012718","0","0","0","0","0","0","0","0","0"
"NM_053748","1224","1722","1512","1318","2074","1818","1488","1486","1392"
"NM_199266","0","0","0","0","0","0","0","0","0"
"NM_001037350","0","0","0","0","0","0","0","0","0"
"NM_198685","0","0","0","0","0","0","0","0","0"
"NR_144435","0","0","0","0","0","0","0","0","0"
"NM_001108961","0","0","0","0","0","0","0","0","0"
"NM_001106523","27","22","21","18","8","31","6","10","17"
"NM_001034003","3848","4605","4156","2754","1901","2123","4660","5783","4242"
"NM_001109546","0","2","0","0","0","2","2","0","0"
"NM_053498","90","111","96","151","140","159","78","149","74"
"NM_001109207","20","18","12","36","20","70","52","38","36"
"NM_001024314","629","655","596","603","648","686","1182","1141","1084"
"NM_001009409","334","280","264","243","469","318","336","325","285"
"NM_013102","2867","2469","2524","3895","4790","6028","2067","2388","1964"
"NM_001025692","0","4","0","4","7","31","8","6","6"
"NM_001244769","0","2","2","1","0","3","0","1","1"
"NM_001244770","1","0","0","0","0","4","0","1","0"
"NM_001244768","1","2","3","1","4","3","0","0","2"
"NM_001106526","0","0","0","0","0","0","0","2","0"
"NM_001014050","1","0","0","2","0","4","0","1","2"
"NM_001037198","29","28","20","33","26","39","24","30","28"
"NM_001191905","0","2","8","5","0","2","5","9","2"
"NM_001047858","479","566","422","4571","10067","16877","464","440","347"
"NM_001168579","0","0","0","0","0","0","0","0","0"
"NM_021764","950","1160","1038","1133","1271","1474","1086","1002","1031"
"NM_001109561","0","0","0","0","2","0","0","0","0"
"NM_001168650","12","46","27","16","11","20","46","33","34"
"NM_144755","121","49","66","2628","1859","3606","208","202","219"
"NM_001004281","746","810","718","705","953","1195","615","616","491"
"NM_001037517","0","0","0","0","0","0","0","0","0"
"NM_001025060","0","0","0","0","0","0","0","0","0"
"NM_001037368","0","0","0","0","0","0","0","0","0"
"NM_134391","0","0","0","0","0","0","0","0","0"
"NM_001037518","0","0","0","0","0","0","0","0","2"
"NM_001037506","0","0","0","0","0","0","0","0","0"
"NM_001025753","20","26","36","23","32","37","33","19","24"
"NM_001037519","1","4","0","2","3","2","1","2","1"
"NM_001037515","0","3","1","6","11","6","0","2","0"
"NM_001037516","0","0","0","0","0","0","0","0","0"
"NM_001037512","0","0","0","0","0","0","0","0","0"
"NM_001037508","0","0","0","0","0","0","0","0","0"
"NM_001107789","2464","2998","2514","3610","5231","5691","1783","1597","1605"
"NM_053472","4","12","4","2","4","6","0","2","2"
"NM_012797","38","60","60","64","56","207","126","126","114"
"NM_001107790","145","139","88","187","150","448","165","135","78"
"NM_031535","0","0","0","1","0","0","0","0","0"
"NM_001033672","29","26","22","22","18","20","10","14","9"
"NM_001108598","0","0","0","0","0","2","0","0","0"
"NM_001014762","244","190","166","359","447","399","377","401","362"
"NM_001244784","0","0","0","0","0","0","0","0","0"
"NM_001014051","122","12","12","68","108","76","35","53","87"
"NM_001012091","10","0","4","4","2","8","4","2","2"
"NM_013185","254","209","277","176","177","394","107","94","113"
"NM_001106528","150","147","173","116","117","159","146","121","114"
"NM_001106527","6","1","2","2","2","6","2","0","2"
"NM_001002278","349","490","458","437","419","448","281","370","290"
"NM_001030029","520","504","391","483","492","611","519","499","425"
"NM_138509","642","727","667","1012","1176","1313","752","839","761"
"NM_001106530","0","0","0","0","0","0","0","0","0"
"NM_001107791","0","0","0","0","0","0","0","0","0"
"NM_001106531","0","0","0","0","0","0","0","0","0"
"NM_052808","0","0","0","0","0","0","0","0","0"
"NM_080775","0","0","0","0","0","0","0","0","0"
"NM_001109209","0","0","0","0","0","4","0","0","0"
"NM_001109588","0","0","0","0","0","0","0","0","0"
"NM_172031","0","0","0","0","0","0","0","0","0"
"NM_001107792","0","0","0","0","0","0","0","0","0"
"NM_001077680","0","0","0","0","0","0","0","0","0"
"NM_001100901","257","326","272","258","306","303","259","273","168"
"NM_001098724","12","2","14","3","2","8","5","6","7"
"NM_001100778","48","35","32","61","71","136","47","32","26"
"NM_172223","846","1288","1166","1414","1940","1244","3356","3665","2741"
"NM_001135901","0","2","0","0","0","2","2","0","0"
"NM_001011958","1790","1911","1693","1665","1579","2111","1259","1598","1349"
"NM_017201","18014","19753","19503","15771","18371","12150","16817","15803","13498"
"NM_131910","781","860","896","1219","1260","1371","902","801","773"
"NM_001005887","1228","1359","1224","951","1130","1078","927","1079","956"
"NM_181637","377","434","423","459","385","569","553","537","437"
"NR_106708","19","18","6","8","7","6","23","33","18"
"NM_199500","447","626","549","712","844","1057","687","744","662"
"NM_130423","14","24","9","8","8","26","8","12","12"
"NM_001276714","1074","898","921","1044","1242","1379","931","987","852"
"NR_032141","0","0","0","0","0","0","0","0","0"
"NM_001107794","57","142","86","215","291","294","89","115","100"
"NM_012962","1188","1172","1056","2318","3709","4258","1169","1222","1002"
"NM_001025733","40","40","42","44","31","124","30","36","47"
"NM_001004230","1067","1341","1071","1416","2465","2078","1034","981","919"
"NM_001256465","228","371","347","356","315","390","325","239","258"
"NM_001106533","2343","2768","2300","2405","2054","2794","2135","2118","1650"
"NM_001106534","0","0","0","0","0","0","0","0","0"
"NM_001037657","379","349","296","358","661","437","314","398","329"
"NM_031792","6","5","5","10","6","2","2","3","6"
"NM_001195490","850","1041","812","950","931","835","827","959","764"
"NM_001013207","4664","4408","4113","3943","4553","5089","4915","4804","4333"
"NM_001304368","75","70","44","56","67","37","57","51","47"
"NM_001108599","1089","1163","894","875","588","998","940","943","737"
"NM_001106535","428","498","368","491","633","549","479","422","417"
"NM_173145","250","258","216","266","337","377","229","254","177"
